"Name","train_loss","validation_loss","State","Notes","User","Tags","Created","Runtime","Sweep","activation_fn","architecture","batch_size","epochs_choice","input_dim","kernel_size","learning_rate","loss","nblocks","nneighbor","num_class","num_parameters","num_point","training_set","transformer_dim","avg_loss_per_batch","batch loss","cumulative_loss","epoch","r2","time","train_time","validate_time","evaluation time","inference time","inference_time_train","inference_time_train_ms","inference_time_validation_ms","load_time_batch_ms","load_time_train_ms","train_time_batch_ms","validate loss","validate time","validate_time_batch_ms"
"3DCNN_10000_5_ReLU_10_1e-05_4","0.12089491948112846","0.15849687009006738","finished","-","changli_824","","2024-04-18T07:48:52.000Z","32283","","ReLU","3DCNN_256_stride1_new","4","10","","5","0.00001","","","","","4650239","","10000","","","0.05151241272687912","","9","0.4398714867433603","","2447","800","","","","3.628015518188477","1.273393630981445","174.61034574508665","187.45779991149905","4.0368617299091385","","","2.487165190608626"
"3DCNN_10000_3_ReLU_15_0.001_4","0.12357830528318882","0.15943205561488866","finished","-","changli_824","","2024-04-18T07:48:54.000Z","42787","","ReLU","3DCNN_256_stride1_new","4","15","","3","0.001","","","","","1008363","","10000","","","0.05788840726017952","","14","0.5024498817691414","","2135","838","","","","3.78108024597168","1.213788986206055","214.91542272567747","209.3188762664795","5.192992103147699","","","1.8364482136615308"
"3DCNN_10000_5_Sigmoid_5_0.001_4","0.16417361867129804","0.159683971978724","finished","-","changli_824","","2024-04-18T11:47:26.000Z","16256","","Sigmoid","3DCNN_256_stride1_new","4","5","","5","0.001","","","","","4650239","","10000","","","0.14852958917617798","","4","0.3879006402855252","","2456","796","","","","3.8847923278808594","1.18255615234375","179.57174825668335","186.71202659606936","6.10588745898511","","","1.2649608903141865"
"3DCNN_10000_3_ReLU_5_0.0001_4","0.15835566286444663","0.16557658980488776","finished","-","changli_824","","2024-04-18T07:48:52.000Z","14012","","ReLU","3DCNN_256_stride1_new","4","5","","3","0.0001","","","","","1008363","","10000","","","0.09125767648220062","","4","0.41923770175483455","","2075","710","","","","3.7832260131835938","1.2922286987304688","192.25308570861816","170.34578323364258","4.96019244672783","","","1.253417601068336"
"3DCNN_10000_3_Sigmoid_15_0.0001_4","0.14839624299034476","0.16907321974635126","finished","-","changli_824","","2024-04-18T07:48:53.000Z","42325","","Sigmoid","3DCNN_256_stride1_new","4","15","","3","0.0001","","","","","1008363","","10000","","","0.09256097674369812","","14","0.4202776104522789","","2133","698","","","","4.035234451293945","1.2035369873046875","183.147527217865","179.22067642211914","6.1351543449493775","","","1.2714309385981426"
"3DCNN_10000_5_Sigmoid_5_0.0001_4","0.18302350854724644","0.17046003819555045","finished","-","changli_824","","2024-04-18T11:44:11.000Z","16107","","Sigmoid","3DCNN_256_stride1_new","4","5","","5","0.0001","","","","","4650239","","10000","","","0.1357089877128601","","4","0.34951274010336786","","2436","783","","","","4.054546356201172","1.1661052703857422","185.43840532302855","175.28057098388672","3.903019284627524","","","1.89179273015524"
"3DCNN_50000_3_Sigmoid_15_1e-05_4","0.146333288320601","0.1710214406222105","finished","-","changli_824","","2024-04-19T02:42:10.000Z","171050","","Sigmoid","3DCNN_256_stride1_new","4","15","","3","0.00001","","","","","1008363","","50000","","","0.2148844450712204","","14","0.4682683700207992","","10521","887","","","","3.822565078735352","1.185894012451172","204.7445031166077","189.7921562194824","4.502642832344489","","","1.4696633480638863"
"3DCNN_10000_3_Sigmoid_5_0.0001_4","0.18280760440975427","0.17104929545223713","finished","-","changli_824","","2024-04-18T07:48:52.000Z","14196","","Sigmoid","3DCNN_256_stride1_new","4","5","","3","0.0001","","","","","1008363","","10000","","","0.1027088612318039","","4","0.3961780741251085","","2078","717","","","","3.875255584716797","1.303911209106445","182.04538698196413","199.32270050048828","5.62576740142332","","","1.390528966145343"
"3DCNN_50000_3_Sigmoid_10_1e-05_4","0.1604202484986186","0.17139981422647835","finished","-","changli_824","","2024-04-19T02:42:43.000Z","121813","","Sigmoid","3DCNN_256_stride1_new","4","10","","3","0.00001","","","","","1008363","","50000","","","0.1524009108543396","","9","0.40389323645619635","","11360","879","","","","4.327535629272461","1.177072525024414","262.6133826446533","257.77220726013184","4.399967689911207","","","1.2076235200506618"
"3DCNN_10000_3_ReLU_10_1e-05_4","0.14026185902282595","0.1730073193348944","finished","-","changli_824","","2024-04-18T07:48:53.000Z","27936","","ReLU","3DCNN_256_stride1_new","4","10","","3","0.00001","","","","","1008363","","10000","","","0.15183955430984497","","9","0.3175982950246111","","2073","708","","","","4.451990127563477","1.222372055053711","179.23110580444336","191.59483909606936","4.427788631025567","","","1.2810477291245057"
